Timestamp,Risk,EAR,BlinkRate,Yawning,HeadDirection,GazeDirection,DistractionDuration
2026-05-19 00:29:43,SAFE,0.24,15.78,False,RIGHT,CENTER,18.74
2026-05-19 00:29:43,SAFE,0.268,15.72,False,RIGHT,CENTER,18.82
2026-05-19 00:29:43,SAFE,0.204,15.66,False,RIGHT,CENTER,18.91
2026-05-19 00:29:45,SAFE,0.256,14.72,False,RIGHT,CENTER,0.0
2026-05-19 00:29:45,SAFE,0.263,14.66,False,RIGHT,CENTER,0.09
2026-05-19 00:29:45,SAFE,0.267,14.61,False,RIGHT,CENTER,0.17
2026-05-19 00:29:45,SAFE,0.25,14.56,False,RIGHT,CENTER,0.26
2026-05-19 00:29:45,SAFE,0.209,14.51,False,RIGHT,CENTER,0.35
2026-05-19 00:29:45,SAFE,0.208,14.45,False,RIGHT,CENTER,0.45
2026-05-19 00:29:45,SAFE,0.238,14.4,False,RIGHT,CENTER,0.53
2026-05-19 00:29:45,SAFE,0.213,14.35,False,RIGHT,CENTER,0.62
2026-05-19 00:29:45,SAFE,0.183,14.31,False,RIGHT,CENTER,0.7
2026-05-19 00:29:46,SAFE,0.219,14.19,False,RIGHT,CENTER,0.92
2026-05-19 00:29:46,SAFE,0.238,14.14,False,RIGHT,CENTER,1.0
2026-05-19 00:29:46,SAFE,0.233,14.09,False,RIGHT,CENTER,1.09
2026-05-19 00:29:46,SAFE,0.269,14.04,False,RIGHT,CENTER,1.19
2026-05-19 00:29:46,SAFE,0.28,13.99,False,RIGHT,CENTER,1.28
2026-05-19 00:29:46,SAFE,0.272,13.94,False,RIGHT,CENTER,1.37
2026-05-19 00:29:46,SAFE,0.265,13.86,False,RIGHT,CENTER,1.52
2026-05-19 00:29:46,SAFE,0.287,13.81,False,RIGHT,CENTER,1.61
2026-05-19 00:29:46,SAFE,0.266,13.76,False,RIGHT,CENTER,1.71
2026-05-19 00:29:46,SAFE,0.273,13.71,False,RIGHT,CENTER,1.8
2026-05-19 00:29:46,SAFE,0.272,13.66,False,RIGHT,CENTER,1.89
2026-05-19 00:29:47,SAFE,0.261,13.62,False,RIGHT,CENTER,1.97
2026-05-19 00:29:47,SAFE,0.253,13.55,False,RIGHT,CENTER,2.15
2026-05-19 00:29:47,SAFE,0.239,13.48,False,RIGHT,CENTER,2.25
2026-05-19 00:29:47,SAFE,0.221,13.43,False,RIGHT,CENTER,2.33
2026-05-19 00:29:47,SAFE,0.214,13.39,False,RIGHT,CENTER,2.42
2026-05-19 00:29:47,SAFE,0.209,13.34,False,RIGHT,CENTER,2.55
2026-05-19 00:29:47,SAFE,0.2,13.28,False,RIGHT,CENTER,2.67
2026-05-19 00:29:47,SAFE,0.226,13.22,False,RIGHT,CENTER,2.76
2026-05-19 00:29:47,SAFE,0.214,13.18,False,RIGHT,CENTER,2.85
2026-05-19 00:29:48,SAFE,0.215,13.14,False,RIGHT,CENTER,2.94
2026-05-19 00:29:48,SAFE,0.226,13.1,False,RIGHT,CENTER,3.03
2026-05-19 00:29:48,SAFE,0.214,13.05,False,RIGHT,CENTER,3.12
2026-05-19 00:29:48,SAFE,0.189,12.99,False,RIGHT,CENTER,3.25
2026-05-19 00:29:48,SAFE,0.219,12.95,False,RIGHT,CENTER,3.34
2026-05-19 00:29:48,SAFE,0.156,12.91,False,RIGHT,CENTER,3.42
2026-05-19 00:29:48,SAFE,0.189,12.87,False,RIGHT,CENTER,3.51
2026-05-19 00:29:48,SAFE,0.2,12.81,False,RIGHT,CENTER,3.65
2026-05-19 00:29:48,SAFE,0.179,12.74,False,RIGHT,CENTER,3.81
2026-05-19 00:29:49,SAFE,0.199,12.69,False,RIGHT,CENTER,3.9
2026-05-19 00:29:49,SAFE,0.213,12.65,False,RIGHT,CENTER,3.99
2026-05-19 00:29:49,SAFE,0.196,12.61,False,RIGHT,CENTER,4.08
2026-05-19 00:29:49,SAFE,0.195,12.57,False,RIGHT,CENTER,4.18
2026-05-19 00:29:49,SAFE,0.191,12.53,False,RIGHT,CENTER,4.27
2026-05-19 00:29:49,SAFE,0.222,14.56,False,RIGHT,CENTER,4.38
2026-05-19 00:29:49,SAFE,0.2,14.52,False,RIGHT,CENTER,4.47
2026-05-19 00:29:49,SAFE,0.17,14.47,False,RIGHT,CENTER,4.56
2026-05-19 00:29:49,SAFE,0.159,14.43,False,RIGHT,CENTER,4.65
2026-05-19 00:29:49,SAFE,0.178,14.39,False,RIGHT,CENTER,4.73
2026-05-19 00:29:49,SAFE,0.181,14.34,False,RIGHT,CENTER,4.82
2026-05-19 00:29:50,SAFE,0.108,14.3,False,RIGHT,CENTER,4.9
2026-05-19 00:29:50,SAFE,0.109,14.26,False,RIGHT,CENTER,4.99
2026-05-19 00:29:50,SAFE,0.175,14.2,False,RIGHT,CENTER,5.12
2026-05-19 00:29:50,SAFE,0.178,14.16,False,RIGHT,CENTER,5.21
2026-05-19 00:29:50,SAFE,0.189,14.12,False,RIGHT,CENTER,5.29
2026-05-19 00:29:51,HIGH RISK,0.136,13.82,False,CENTER,CENTER,5.29
2026-05-19 00:29:51,HIGH RISK,0.074,13.78,False,CENTER,CENTER,5.29
2026-05-19 00:29:51,HIGH RISK,0.139,13.75,False,CENTER,CENTER,5.29
2026-05-19 00:29:51,HIGH RISK,0.182,13.71,False,CENTER,CENTER,5.29
2026-05-19 00:29:54,SAFE,0.152,16.13,False,RIGHT,CENTER,0.0
2026-05-19 00:29:54,SAFE,0.147,16.09,False,RIGHT,CENTER,0.09
2026-05-19 10:00:30,SAFE,0.27,0.0,False,LEFT,CENTER,0.0
2026-05-19 10:00:31,SAFE,0.26,0.0,False,LEFT,CENTER,0.91
2026-05-19 10:00:31,MEDIUM RISK,0.238,0.0,False,LEFT,CENTER,0.97
2026-05-19 10:00:32,MEDIUM RISK,0.243,0.0,False,LEFT,CENTER,1.06
2026-05-19 10:00:32,MEDIUM RISK,0.248,0.0,False,LEFT,CENTER,1.13
2026-05-19 10:00:32,MEDIUM RISK,0.237,0.0,False,LEFT,CENTER,1.19
2026-05-19 10:00:32,MEDIUM RISK,0.227,0.0,False,LEFT,CENTER,1.23
2026-05-19 10:00:32,MEDIUM RISK,0.236,0.0,False,LEFT,CENTER,1.31
2026-05-19 10:00:32,MEDIUM RISK,0.219,0.0,False,LEFT,CENTER,1.37
2026-05-19 10:00:32,MEDIUM RISK,0.232,0.0,False,LEFT,CENTER,1.47
2026-05-19 10:00:32,MEDIUM RISK,0.235,0.0,False,LEFT,CENTER,1.53
2026-05-19 10:00:32,MEDIUM RISK,0.236,0.0,False,LEFT,CENTER,1.57
2026-05-19 10:00:32,MEDIUM RISK,0.219,0.0,False,LEFT,CENTER,1.64
2026-05-19 10:00:32,SAFE,0.253,0.0,False,LEFT,CENTER,1.71
2026-05-19 10:00:32,MEDIUM RISK,0.238,0.0,False,LEFT,CENTER,1.77
2026-05-19 10:00:32,MEDIUM RISK,0.241,0.0,False,LEFT,CENTER,1.86
2026-05-19 10:00:32,MEDIUM RISK,0.234,0.0,False,LEFT,CENTER,1.93
2026-05-19 10:00:32,MEDIUM RISK,0.221,0.0,False,LEFT,CENTER,1.98
2026-05-19 10:00:33,MEDIUM RISK,0.237,0.0,False,LEFT,CENTER,2.04
2026-05-19 10:00:33,MEDIUM RISK,0.243,0.0,False,LEFT,CENTER,2.11
2026-05-19 10:00:33,MEDIUM RISK,0.249,0.0,False,LEFT,CENTER,2.17
2026-05-19 10:00:33,SAFE,0.283,0.0,False,LEFT,CENTER,2.27
2026-05-19 10:00:33,SAFE,0.285,0.0,False,LEFT,CENTER,2.3
2026-05-19 10:00:33,SAFE,0.29,0.0,False,LEFT,CENTER,2.38
2026-05-19 10:00:33,SAFE,0.295,0.0,False,LEFT,CENTER,2.44
2026-05-19 10:00:33,SAFE,0.317,0.0,False,LEFT,CENTER,2.5
2026-05-19 10:00:33,SAFE,0.322,0.0,False,LEFT,CENTER,2.57
2026-05-19 10:00:33,SAFE,0.299,0.0,False,LEFT,CENTER,2.64
2026-05-19 10:00:33,SAFE,0.294,0.0,False,LEFT,CENTER,2.71
2026-05-19 10:00:33,SAFE,0.322,0.0,False,LEFT,CENTER,2.78
2026-05-19 10:00:33,SAFE,0.303,0.0,False,LEFT,CENTER,2.84
2026-05-19 10:00:33,SAFE,0.301,0.0,False,LEFT,CENTER,2.9
2026-05-19 10:00:33,SAFE,0.281,0.0,False,LEFT,CENTER,2.97
2026-05-19 10:00:34,SAFE,0.275,0.0,False,LEFT,CENTER,3.05
2026-05-19 10:00:34,SAFE,0.279,0.0,False,LEFT,CENTER,3.12
2026-05-19 10:00:34,SAFE,0.279,0.0,False,LEFT,CENTER,3.18
2026-05-19 10:00:34,SAFE,0.281,0.0,False,LEFT,CENTER,3.24
2026-05-19 10:00:34,SAFE,0.264,0.0,False,LEFT,CENTER,3.31
2026-05-19 10:00:34,SAFE,0.253,0.0,False,LEFT,CENTER,3.37
2026-05-19 10:00:34,MEDIUM RISK,0.24,0.0,False,LEFT,CENTER,3.45
2026-05-19 10:00:34,MEDIUM RISK,0.246,0.0,False,LEFT,CENTER,3.51
2026-05-19 10:00:34,MEDIUM RISK,0.241,0.0,False,LEFT,CENTER,3.58
2026-05-19 10:00:34,MEDIUM RISK,0.229,0.0,False,LEFT,CENTER,3.64
2026-05-19 10:00:34,MEDIUM RISK,0.23,0.0,False,LEFT,CENTER,3.71
2026-05-19 10:00:34,MEDIUM RISK,0.222,0.0,False,LEFT,CENTER,3.79
2026-05-19 10:00:34,MEDIUM RISK,0.22,0.0,False,LEFT,CENTER,3.85
2026-05-19 10:00:34,MEDIUM RISK,0.214,0.0,False,LEFT,CENTER,3.91
2026-05-19 10:00:34,MEDIUM RISK,0.224,0.0,False,LEFT,CENTER,3.98
2026-05-19 10:00:35,MEDIUM RISK,0.215,0.0,False,LEFT,CENTER,4.04
2026-05-19 10:00:35,MEDIUM RISK,0.228,0.0,False,LEFT,CENTER,4.12
2026-05-19 10:00:35,MEDIUM RISK,0.223,0.0,False,LEFT,CENTER,4.18
2026-05-19 10:00:35,MEDIUM RISK,0.213,0.0,False,LEFT,CENTER,4.25
2026-05-19 10:00:35,MEDIUM RISK,0.213,0.0,False,LEFT,CENTER,4.31
2026-05-19 10:00:35,MEDIUM RISK,0.222,0.0,False,LEFT,CENTER,4.38
2026-05-19 10:00:35,MEDIUM RISK,0.222,0.0,False,LEFT,CENTER,4.45
2026-05-19 10:00:35,MEDIUM RISK,0.235,0.0,False,LEFT,CENTER,4.52
2026-05-19 10:00:35,MEDIUM RISK,0.226,0.0,False,LEFT,CENTER,4.59
2026-05-19 10:00:35,MEDIUM RISK,0.227,0.0,False,DOWN,CENTER,4.65
2026-05-19 10:00:35,MEDIUM RISK,0.24,0.0,False,DOWN,CENTER,4.71
2026-05-19 10:00:35,MEDIUM RISK,0.231,0.0,False,DOWN,CENTER,4.79
2026-05-19 10:00:35,MEDIUM RISK,0.236,0.0,False,DOWN,CENTER,4.86
2026-05-19 10:00:35,MEDIUM RISK,0.222,0.0,False,DOWN,CENTER,4.92
2026-05-19 10:00:35,MEDIUM RISK,0.226,0.0,False,DOWN,CENTER,4.98
2026-05-19 10:00:36,MEDIUM RISK,0.216,0.0,False,DOWN,CENTER,5.05
2026-05-19 10:00:36,MEDIUM RISK,0.222,0.0,False,DOWN,CENTER,5.11
2026-05-19 10:00:36,MEDIUM RISK,0.212,0.0,False,DOWN,CENTER,5.2
2026-05-19 10:00:36,MEDIUM RISK,0.221,0.0,False,DOWN,CENTER,5.26
2026-05-19 10:00:36,MEDIUM RISK,0.222,0.0,False,DOWN,CENTER,5.32
2026-05-19 10:00:36,MEDIUM RISK,0.217,0.0,False,DOWN,CENTER,5.38
2026-05-19 10:00:36,MEDIUM RISK,0.218,0.0,False,DOWN,CENTER,5.46
2026-05-19 10:00:36,MEDIUM RISK,0.221,0.0,False,DOWN,CENTER,5.51
2026-05-19 10:00:36,MEDIUM RISK,0.207,0.0,False,DOWN,CENTER,5.59
2026-05-19 10:00:36,MEDIUM RISK,0.245,0.0,False,DOWN,CENTER,5.66
2026-05-19 10:00:36,MEDIUM RISK,0.227,0.0,False,DOWN,CENTER,5.72
2026-05-19 10:00:36,MEDIUM RISK,0.235,0.0,False,DOWN,CENTER,5.79
2026-05-19 10:00:36,MEDIUM RISK,0.227,0.0,False,DOWN,CENTER,5.85
2026-05-19 10:00:36,MEDIUM RISK,0.245,0.0,False,DOWN,CENTER,5.93
2026-05-19 10:00:36,MEDIUM RISK,0.236,0.0,False,DOWN,CENTER,5.99
2026-05-19 10:00:37,MEDIUM RISK,0.235,0.0,False,DOWN,CENTER,6.06
2026-05-19 10:00:37,MEDIUM RISK,0.222,0.0,False,DOWN,CENTER,6.12
2026-05-19 10:00:37,MEDIUM RISK,0.227,0.0,False,DOWN,CENTER,6.18
2026-05-19 10:00:37,MEDIUM RISK,0.23,0.0,False,DOWN,CENTER,6.27
2026-05-19 10:00:37,SAFE,0.265,0.0,False,DOWN,CENTER,6.33
2026-05-19 10:00:37,SAFE,0.26,0.0,False,DOWN,CENTER,6.4
2026-05-19 10:00:37,SAFE,0.254,0.0,False,DOWN,CENTER,6.46
2026-05-19 10:00:37,SAFE,0.251,0.0,False,LEFT,CENTER,6.52
2026-05-19 10:00:37,MEDIUM RISK,0.246,0.0,False,LEFT,CENTER,6.56
2026-05-19 10:00:37,MEDIUM RISK,0.24,0.0,False,LEFT,CENTER,6.66
2026-05-19 10:00:37,SAFE,0.254,0.0,False,LEFT,CENTER,6.73
